Round Number,Winner,Depth,Stake,Stake Density,Hash,pot,Reward,MajorityReveal,ReserveCommitments
180291,0x7969942589b385a4e9a8aef4722c212233a04538ccac2ef459b60fa28ef0690b,0,25600000000000000000,25600000000000000000,0x263ba02bd7d12c24b91ede8abc154e534dfa6fff2b3402e7c60ba0d627247a8e,116847081947136000,116847081947136000,0x3a1f57fef6b7b697e21265a2a7da2ea046bd452b40fd0d06b4a5c269b576f600,[object Object]
180307,0x63fd5eb300841662953a0128c0800cb1e45ef2f022cc5697f38c76becd762b3a,8,100000000000000000,25600000000000000000,0x6ac1d046bca73432e0e1d66203ff48831d8dfe6ac3884369ef9e6f5a3ee1cb70,64038887227392000,180885969174528000,0x6ac1d046bca73432e0e1d66203ff48831d8dfe6ac3884369ef9e6f5a3ee1cb70,[object Object]
180338,0x9e65a777143ef066a34156ae92e7d0374c52dc665a9d83540c3588951e7b916f,8,100000000000000000,25600000000000000000,0xead244cfcf260b3484d8adf523784424689a22452bf74861db9f4cf1816eef42,64880665165824000,64880665165824000,0xead244cfcf260b3484d8adf523784424689a22452bf74861db9f4cf1816eef42,[object Object]
180342,0x327bbee675552dc4db2f541944653663cc854c5321c3c3b79f829f2a534e27e1,8,100000000000000000,25600000000000000000,0x4733d863d8fccc659549754848d133bbe203aa899a63f5434dc09b5ce817caa4,64031620595712000,64031620595712000,0xda9fc670034147948d65baa1e4770c6ccd961c33d4ed7a11d952820305151ae4,[object Object]
180346,0x58ddc68a42c7d396304ac7c45705494afecaf22c2db3fda92415d06a860a08f4,8,100000000000000000,25600000000000000000,0x4263fa9dc2c1e81c6988da9679a5f956530075f90fbb47c0d7e9e947ecef66ca,64878903558144000,64878903558144000,0x4263fa9dc2c1e81c6988da9679a5f956530075f90fbb47c0d7e9e947ecef66ca,[object Object]
180347,0x67403351e8544a18e0f46d5dc98442c32e78fea002e81785c1fb8aa4e788b75e,8,100000000000000000,25600000000000000000,0xd2a0e45661a0f50a9ff40647c3d948dbdb52457e1e0064563ad6a0084042b150,62799451521024000,62799451521024000,0xd2a0e45661a0f50a9ff40647c3d948dbdb52457e1e0064563ad6a0084042b150,[object Object]
180348,0x6718fc94182a9a98c23fbb74f9ffe457e5fb68096293686a8fd6bce36dabb01c,8,200000000000000000,51200000000000000000,0x7dc48363752e5d037cbf6cbc6cda6ea607bf42e38ef8061b882e04337319a219,62384290922496000,62384290922496000,0x7dc48363752e5d037cbf6cbc6cda6ea607bf42e38ef8061b882e04337319a219,[object Object]
180351,0xf1626b53e5a7305a3c09ce660ef82b67776932e7e0d970dd3c7113fa2a75065a,8,100000000000000000,25600000000000000000,0x9564437f6a2141e9e2ce3d3357e4a619899eb2546d8ddb23659ebe392f69a639,64082254233600000,64082254233600000,0x9564437f6a2141e9e2ce3d3357e4a619899eb2546d8ddb23659ebe392f69a639,[object Object]
180357,0x45a9575d2cff6e5a3a9337ab0d7861e744b54495adb8f2050accac64ab1bf9ef,8,100000000000000000,25600000000000000000,0x693a5257017a484f73458555961f441d8d56a9198456c2352e5d364c9f0e7bad,61158086148096000,61158086148096000,0x693a5257017a484f73458555961f441d8d56a9198456c2352e5d364c9f0e7bad,[object Object]
180358,0xf940ce832c470cdd16ee4968986187782e48e41392fe718fd95d7316dfded21e,8,100000000000000000,25600000000000000000,0x1690b8dddb7c68a1a27b91f64634e94aaa07c812ce37eeb7915928bde10d24fb,63658688249856000,63658688249856000,0x1690b8dddb7c68a1a27b91f64634e94aaa07c812ce37eeb7915928bde10d24fb,[object Object]
